sample_idx,mse,magnitude_mse,psnr,magnitude_psnr,max_val,max_magnitude,n_points,n_atoms
3203,0.006230528466403484,0.009191516786813736,22.03910255432129,20.366127014160156,0.9982001781463623,0.9999999403953552,500,39
3204,0.003410664852708578,0.004947374574840069,24.64687728881836,23.056108474731445,0.9971566796302795,0.9999834299087524,500,51
3205,0.00749534135684371,0.008191338740289211,21.250320434570312,20.866453170776367,0.9997967481613159,1.0000001192092896,500,49
3206,0.0034483331255614758,0.003368775127455592,24.61798667907715,24.725265502929688,0.9993183016777039,0.9999982118606567,500,52
3207,0.0031909493263810873,0.004611564800143242,24.93657684326172,23.36151123046875,0.9972149133682251,0.9999996423721313,500,56
3208,0.0023647763300687075,0.002254312392324209,26.250547409057617,26.469831466674805,0.998670756816864,0.9999967217445374,500,67
3209,0.006652986630797386,0.008229244500398636,21.76378059387207,20.846399307250977,0.9993035197257996,0.9999998807907104,500,50
3210,0.006125074345618486,0.00745557714253664,22.118350982666016,21.27517318725586,0.9987876415252686,0.9999985694885254,500,35
3211,0.0033434065990149975,0.002663942752406001,24.733287811279297,25.744733810424805,0.9971465468406677,0.9999979734420776,500,62
3212,0.004022827371954918,0.005409131292253733,23.93134307861328,22.668607711791992,0.9973161220550537,0.9999867081642151,500,45
3213,0.0034557818435132504,0.0037894598208367825,24.594276428222656,24.21422576904297,0.9976702928543091,0.9999998211860657,500,53
3214,0.005223724991083145,0.010095163248479366,22.796689987182617,19.958784103393555,0.997297465801239,0.9999905824661255,500,32
3215,0.0038049151189625263,0.005831338930875063,24.184968948364258,22.342315673828125,0.9986675977706909,0.9999998807907104,500,49
3216,0.005435115657746792,0.0074651059694588184,22.643861770629883,21.26963233947754,0.9995337724685669,0.9999988675117493,500,41
3217,0.004906045738607645,0.00831061601638794,23.076950073242188,20.803667068481445,0.9981900453567505,0.9999998211860657,500,41
3218,0.0027614892460405827,0.0030998073052614927,25.57535743713379,25.08662986755371,0.9984802007675171,0.9999974370002747,500,49
3219,0.00301725254394114,0.003635166911408305,25.20225715637207,24.394746780395508,0.9998127818107605,0.9999988079071045,500,51
3220,0.0028827041387557983,0.001973484642803669,25.361373901367188,27.047624588012695,0.9953336119651794,0.9999955296516418,500,83
3221,0.002248575910925865,0.0027788588777184486,26.461837768554688,25.56124496459961,0.9978049397468567,0.9999896883964539,500,51
3222,0.003970014862716198,0.005552834831178188,23.99138069152832,22.554851531982422,0.9976199269294739,0.9999997615814209,500,44
3223,0.0037180911749601364,0.006395299918949604,24.292085647583008,21.94138526916504,0.999457597732544,0.9999994039535522,500,40
3224,0.0023246549535542727,0.002833319827914238,26.317790985107422,25.47692108154297,0.9978582262992859,0.9999856948852539,500,62
3225,0.002997550880536437,0.0034258358646184206,25.210758209228516,24.65232276916504,0.9975189566612244,0.9999984502792358,500,61
3226,0.00451767398044467,0.006286100018769503,23.43146514892578,22.016185760498047,0.9977706074714661,1.0,500,42
3227,0.005595833994448185,0.010523197241127491,22.499530792236328,19.778520584106445,0.9974908828735352,0.9999997615814209,500,34
3228,0.0025214008055627346,0.003373370971530676,25.967618942260742,24.71935272216797,0.9981638789176941,0.9999991059303284,500,55
3229,0.004363172221928835,0.006264534313231707,23.584224700927734,22.031108856201172,0.9979586005210876,0.9999996423721313,500,44
3230,0.0044081322848796844,0.007282037287950516,23.538501739501953,21.377416610717773,0.9978204369544983,0.9999939203262329,500,40
3231,0.004844476468861103,0.007005027960985899,23.125932693481445,21.54564666748047,0.9975167512893677,0.999970555305481,500,66
3232,0.0032678719144314528,0.0040219975635409355,24.832956314086914,23.955533981323242,0.9971955418586731,0.9999945163726807,500,47
3233,0.003826938569545746,0.00581547012552619,24.153242111206055,22.354150772094727,0.9979017972946167,0.9999998807907104,500,48
3234,0.007283048704266548,0.009973765350878239,21.365768432617188,20.01140594482422,0.998723030090332,0.9999998807907104,500,33
3235,0.0077188038267195225,0.013066346757113934,21.103073120117188,18.83845329284668,0.9975364208221436,0.9999994039535522,500,36
3236,0.0038797040469944477,0.006773709785193205,24.102109909057617,21.691728591918945,0.9988604187965393,0.9999994039535522,500,39
3237,0.007168672978878021,0.011870773509144783,21.443866729736328,19.255207061767578,0.9997988343238831,0.9999995231628418,500,34
3238,0.0069516804069280624,0.010258980095386505,21.565128326416016,19.88895606994629,0.9983925819396973,0.9999997615814209,500,36
3239,0.010670450516045094,0.020635858178138733,19.715482711791992,16.85377311706543,0.9996904134750366,0.9999998807907104,500,28
3240,0.005437046755105257,0.009272121824324131,22.627164840698242,20.32820701599121,0.9977914690971375,0.9999997019767761,500,39
3241,0.003124348819255829,0.003971530124545097,25.035846710205078,24.010417938232422,0.9980956315994263,0.9999995231628418,500,45
3242,0.003311864100396633,0.0041602784767746925,24.782363891601562,23.80876922607422,0.998055100440979,0.9999993443489075,500,52
3243,0.006494287401437759,0.015071829780936241,21.82090950012207,18.218137741088867,0.9938279390335083,0.9999768137931824,500,23
3244,0.005948746111243963,0.007672065868973732,22.22821044921875,21.150869369506836,0.9968350529670715,0.9999991655349731,500,38
3245,0.003225182881578803,0.002502489136531949,24.896657943725586,26.016277313232422,0.9979530572891235,0.9999999403953552,500,72
3246,0.008062980137765408,0.012984160333871841,20.917680740356445,18.865859985351562,0.9980030059814453,0.9999998807907104,500,34
3247,0.0030184027273207903,0.00442765187472105,25.15691566467285,23.538053512573242,0.9947966933250427,0.9999756217002869,500,53
3248,0.0030281459912657738,0.004358208738267422,25.181381225585938,23.606746673583984,0.9992116093635559,0.999980092048645,500,43
3249,0.004880127031356096,0.00911825243383646,23.109939575195312,20.400882720947266,0.9993380904197693,0.9999997615814209,500,32
3250,0.004534283187240362,0.007955648936331272,23.409095764160156,20.993146896362305,0.9970319867134094,0.9999887943267822,500,31
3251,0.0026490348391234875,0.0036763870157301426,25.7327938079834,24.34572410583496,0.995826244354248,0.9999925494194031,500,54
3252,0.0030106401536613703,0.003803693223744631,25.188373565673828,24.19792938232422,0.9971215724945068,0.9999983310699463,500,48
3253,0.0032724710181355476,0.004100744612514973,24.83358383178711,23.87137222290039,0.9979690313339233,0.9999999403953552,500,47
3254,0.005717933643609285,0.007188925053924322,22.42262840270996,21.433359146118164,0.9994269013404846,0.9999998211860657,500,42
3255,0.004907823167741299,0.007479269523173571,23.08757781982422,21.261402130126953,0.9995933771133423,0.9999992847442627,500,42
3256,0.0049741799011826515,0.008658654987812042,23.023616790771484,20.625490188598633,0.9989451766014099,0.9999992847442627,500,34
3257,0.008077126927673817,0.014510550536215305,20.900964736938477,18.383153915405273,0.9969574809074402,0.9999991059303284,500,32
3258,0.003733885008841753,0.006056354846805334,24.26434898376465,22.177885055541992,0.9983847141265869,0.9999997615814209,500,41
3259,0.006438575219362974,0.00813857838511467,21.908294677734375,20.894515991210938,0.9995617270469666,0.9999999403953552,500,49
3260,0.004875483922660351,0.006468362640589476,23.10567855834961,21.892053604125977,0.9983729720115662,0.9999997615814209,500,42
3261,0.004378747660666704,0.007411535829305649,23.57244300842285,21.300914764404297,0.9983828663825989,0.999999463558197,500,36
3262,0.004742254037410021,0.005677193868905306,23.23149871826172,22.45866584777832,0.9990044236183167,1.0000001192092896,500,49
3263,0.007227822672575712,0.012733325362205505,21.407316207885742,18.950578689575195,0.9996997714042664,0.9999997615814209,500,29
3264,0.005397014785557985,0.008682429790496826,22.6701602935791,20.613582611083984,0.9990445971488953,0.9999996423721313,500,39
